id,source
39261,-895252807456032623
81895,6960183885978988771
35482,-5210748411604864932
83890,-4363636385428144327
20367,-510619878950507438
77823,-2432307385901162242
61448,-8658717500714579069
83857,6960183885978988771
14582,6148953253769366550
4814,-2479247740869288167
23377,2243509622888482286
72712,6960183885978988771
7827,-3386291972171625045
17842,-2205391363186216189
18953,6384053416461265385
7249,3355415755086891
97236,7202029927903572832
78041,-6689871462895442361
13016,3509193152089835468
5644,5758689885265291
34048,-847701537747584293
63729,-1773942596178504153
64258,7968943280185715035
50714,-2831447170663899152
8786,-3197463229853135503
39524,-2496185849804301397
89439,-8379930710008739622
67190,-9036908390349249792
103154,-7389027675633330564
82730,883111547342432411
86132,-7270745879489870886
84762,333704201121572959
25896,7493833225855176868
47629,-940939739391593831
70261,-1230396030065978712
6,-214833728670069534
77207,-4112454400544031260
73658,5343989959802427229
69308,-7020762623074315739
34123,4457497589447910041
18946,-6750699246576612780
34105,3263022753228392991
47962,-1230396030065978712
230,-5217635978167820077
72164,6864486874992329382
98653,4770638521353019435
88126,-5261552087790692605
52213,1871951546767115366
69301,-6373864905176102456
101145,4859780600262723448
50449,5743112368870222102
16545,5673039870002846691
106,6680642687410361651
77192,-2959989428815542791
16922,8872491917601342765
56039,-2959989428815542791
49663,3140726111935141205
81874,-2062403552941484248
26636,-7132213643545496610
82706,3763559002235847595
22975,3479588311088860956
2708,-6797000092849504951
56342,-648869600577696583
17989,-3882270493714973756
73208,-8416502871490799646
97448,651853377063506251
100531,-6083160882361309561
86135,2514534694586106682
87650,3734647311897120577
15202,3814498173902153959
77337,-6747634744197548825
15946,-5854971080364951650
4475,-6183803836434599549
58573,6735281986902840453
49676,-2096397022692237160
88099,-2194653460856211721
28718,-5543802836990513861
40068,-1074469605121112388
6165,5480309816671896282
64416,-6083160882361309561
47870,3263022753228392991
34563,6938596655753390886
70251,5016752761898247628
85350,-7236656919387491255
46303,333704201121572959
33230,3263022753228392991
14805,5282184495474124285
82327,-4046939871319184497
26195,1453948117951476436
68588,-5261552087790692605
45450,3353856219169766284
8081,-7131936081776809686
46411,-6335503857186856463
64745,-3857390427602554682
3031,-7320730069505632524
15515,-6788662930373110667
72742,-6164857392078330474
43756,-8170344917849562625
56323,1778450619949870835
89088,-5588326864474405110
81911,-3600547439560200301
45994,6074928578217417741
36779,2678848451933125858
80785,-626717039211149752
51092,-2406328584204691991
29749,-6747634744197548825
40695,1848796710352063433
75089,-2096397022692237160
14952,2174587511561205075
68371,-4515591629616707908
8382,2663458063516532582
20004,-1430079240535925083
21480,-7028220803844447215
22702,-6388780898358015183
7040,-3628581188713865719
10959,246856951595472451
5387,5763563383420733099
66620,-8931026107959253258
78890,-4641735499956732175
66035,368574723811385070
21816,7993108076880360815
41491,8086672553589949153
6102,-716572395070699588
39646,981789127750603755
16097,6572269553900489001
3853,-5144282419729911415
69147,7118050957222589730
13836,1486933481952395053
32596,2672301946316297974
80106,8798691734987113135
90022,-6887432199854047931
51560,-2329278817012651335
24860,-2108783771316333610
58239,6148953253769366550
48165,-5845725038246352048
84001,3823046700699452052
42455,1564903394915684703
63274,1379889307641371414
17063,-2431177860465457768
51641,-4013709354842973845
54614,-3829521365107665813
84748,-2629928390644428115
17123,1564903394915684703
30979,4992851092259828355
104296,-2941363925553602844
46777,-8349410191738075048
94888,6960183885978988771
95095,758697909335018736
99941,-5708851337104455478
72559,280045727501640719
63185,1597806784519159552
93983,4250275685760126540
47362,-6132658647410431240
50655,-4515591629616707908
87044,270771237002650068
98042,1629528710164417931
39800,-5171793848860180990
92751,5121641484996551056
68425,-444506421106137236
2913,-669051272630458625
38457,-3034532766966686881
8742,8745524433320642182
43185,-6493188971879553537
51732,-1792859213807366849
87709,4250275685760126540
101031,1031769140861609906
57047,726527763281570580
99107,2919814402697966089
62622,-9116468483218799746
67575,2993197897376507752
53050,5016752761898247628
93231,-6788662930373110667
82908,6864486874992329382
42043,-6805974115525331143
101822,-1323582956390215249
70547,1154443845622609319
4359,1087093727612404187
67609,3353856219169766284
5750,4886163167982122647
94119,2919814402697966089
43049,-8459975459087655687
102301,7118050957222589730
6155,-5955301413548628753
8225,6960183885978988771
93996,-4515591629616707908
72953,8658627334353140355
89515,2391816641181001420
29297,-6040970686336309243
86198,-7118886246241951077
63272,-3857390427602554682
90012,6960183885978988771
84569,5734735305537011330
86318,6778587180361524713
35095,3457085817810831227
73651,2243509622888482286
19433,8244848338263786984
9605,-2331230974246099528
33209,8967919504577734219
10392,1319136192675515169
74641,-7482418318073853280
77321,-3495716334814998148
69382,-134889902409106939
31330,6384053416461265385
97389,-8511273708812867383
95102,-3857390427602554682
6062,-2677990419346772701
65813,-6444324286084402559
81459,3934019397250453755
52950,-1331264006128405018
100547,-1056265341335294885
90106,5024928209842303367
37305,-2430645208300728449
2099,6864486874992329382
76535,-1391211338802401190
40690,-1550299223454765583
47440,2319526884051525060
61299,511383914241789462
21368,3664390824742477612
7375,2584162230300044461
100312,-4552340661176120229
53060,-4699317631929868596
29519,-940939739391593831
84525,2693622128736308239
76275,213367328522856813
93938,7183662558825137953
14967,8780887040005205350
70249,6960183885978988771
5261,-6890157855782583695
33862,6938596655753390886
8929,2727970220779723981
70750,6960183885978988771
67836,2243509622888482286
67797,7616096723218296957
104096,6735281986902840453
104422,9033468403910468000
44541,-6565123459490609218
47158,-7132213643545496610
47760,4250275685760126540
56276,6815562850404605505
87690,2727970220779723981
100567,247027940822660128
39192,6384053416461265385
63285,368574723811385070
17530,-7155863812760340485
46324,5242960865396149829
89698,1422537538902706754
29701,-4046939871319184497
41264,-1056265341335294885
14918,5751376275461043860
43722,2945944180504095458
61955,-3887413655022702596
101279,6903057095103054844
94939,-4746548180371602620
35094,4383068420885236137
37451,6673783872250476823
41721,6960183885978988771
78244,3278181411536496217
60569,7239282739502751510
18708,6580631106970214777
63957,5350100611664645934
31073,5034997109197911957
9520,2678848451933125858
82820,3747126772043741408
31859,2466442420222282962
51980,-2960890660675280296
8374,-4440982867465203900
86143,6419174861369765634
99347,7427572870567269793
89243,-6096869603168358832
86227,-5986892000861430083
38340,-7778805460379752659
67911,2678848451933125858
58424,6864486874992329382
78791,7969555556590874521
44640,-8379930710008739622
6050,-6622008480696630164
68517,5668569659752695211
19814,5968951081332636837
78218,-283484156981600912
7459,-5974660306473275565
73008,8941521879520926795
37966,7427572870567269793
100694,4383068420885236137
100407,1803830003824801450
52460,9035175977674881730
22390,-1487263049219629189
31716,3457085817810831227
98742,-6494543134811182584
3341,7000902262540401556
6345,36064701848202678
77134,7935107480750959586
37707,6960183885978988771
18131,8967919504577734219
52187,-4013709354842973845
84913,8537639910791498805
25337,-8102887583926502884
30357,2757714548822330140
102458,8907476813857753738
57642,664384864052860477
56074,333704201121572959
56091,-2883681852253555561
61408,4859780600262723448
74959,8645556096295338489
48519,-6487381394883675245
79878,-4046939871319184497
44492,5993836340293256418
13174,8833969306799548753
101274,8354189776367105151
78021,6697771450087273551
39012,-7176979510164385492
2380,-5123221185965057611
86989,-1331264006128405018
81114,-7045498399335543768
88772,6799292868336785551
45566,-2797978417143663114
53121,8812238120328390157
19797,-7800723519396508492
27937,-3085574065015346723
51165,-8696479871836914144
17820,8260752366720127802
18656,-5325997985114602160
99517,2919814402697966089
718,5316862421154782988
53383,-6470491773404506082
98688,6158779679500106390
56800,-6556653492635643867
32771,7000902262540401556
65678,-6265560939355825055
86718,4250275685760126540
37970,-895252807456032623
41236,-3024657199662706935
74678,-188105537095335687
86299,-3462945807153408066
73917,5937096423744821402
51848,9120279295370691440
78991,-1080786614017809905
27972,-5285257216137904549
18757,1859678558675986436
74456,-2811502272620733344
42471,-5549119613256103066
102908,6010390445600109972
21002,-6747634744197548825
56851,-8285882975361730836
71633,-2132544289222212345
84128,-2479247740869288167
52218,5435096445201188233
100560,1834182610831930611
12276,-6181052337396178873
7038,651853377063506251
86942,-7389027675633330564
15514,-3503204214806357538
16954,3353856219169766284
10501,951295598900735172
81763,-5669970444399260073
23313,-103358805842928877
3290,-4932193128817915894
77577,664384864052860477
98560,-9036908390349249792
98338,5316862421154782988
58746,-7557706297352089497
97251,-6493188971879553537
663,-7600635718644354875
48590,-8102887583926502884
62558,2541090503175186299
55142,8712529222635649979
69714,-6616828710233803763
64696,-2621406373444664843
73398,7818639663583741813
36234,-1775201001996321506
46959,-2391530177073562282
54758,-2549186196894286584
57023,-283484156981600912
22232,8658627334353140355
8106,6384053416461265385
94608,18814921285723649
19100,-7118886246241951077
19164,3263022753228392991
36778,7905833854752608889
77213,-2786161427656901637
47728,4559159374402310265
71938,8944527379268576216
52191,-7034986498681754261
64977,3437697712176117404
64176,6960183885978988771
63668,-7045498399335543768
47816,-3829521365107665813
97502,-6622008480696630164
11915,1223353843376705139
18282,-4013709354842973845
17431,5121641484996551056
58290,-4515591629616707908
49309,-2863028958852469505
93759,4517095090629592346
96347,-2549186196894286584
101990,-4515591629616707908
27316,-4515591629616707908
43219,-4046939871319184497
33249,-6689871462895442361
62145,-8045329693316602390
45031,-2096397022692237160
18901,4383068420885236137
91650,-5140420809930201150
94029,-8884120228261422721
75577,8126755918386619312
63995,6697148098210026502
35208,-1080786614017809905
1660,4169929864303102544
54970,-5005244339924185398
45563,5526143392954018634
47010,8244848338263786984
72008,3521268294384701396
76296,-418653827651553669
50706,-1430079240535925083
15644,6960183885978988771
21446,-3988947424137605485
27594,3786508635249008121
37907,-7715548438792395232
58473,-4476006374687832932
27226,-4565830822180765432
104024,5016752761898247628
66202,4345056751185075395
40093,-7425451287278905238
46981,-3024657199662706935
1008,-7132213643545496610
15448,1480109920295370148
49872,-8650153591534019077
14365,1451711337284464501
54085,-8732300971201928027
24697,-6172348761955347672
100590,2919814402697966089
18748,6960183885978988771
83556,-5404621322757211009
816,-5416299264070808486
94501,6253226190680798568
30077,-4193426622275025982
58879,6960183885978988771
49101,333704201121572959
20816,-418653827651553669
78107,-4515591629616707908
102796,1032716069213750405
16684,-2479247740869288167
22294,333704201121572959
26784,6384053416461265385
1996,1207816242178236962
98144,3606087204037437463
43552,7846250349723060925
56217,-3680435144873561670
67708,-4381339766391621398
89450,-3857390427602554682
81078,8572377950285919890
33264,-5404621322757211009
86784,1564903394915684703
11172,2303918895918055378
23916,2607484296775723571
80053,-5977436388881176085
26716,-1487263049219629189
79896,7818639663583741813
52306,-8402528731505969035
39828,-6622008480696630164
63119,6644796124880153514
48042,-8400850802620689822
85804,-1259189492865931433
19082,-1947064067791096007
3300,532928151688946015
20969,-4436026839221146058
60584,6148953253769366550
100315,-8448333757883275040
99052,5832655195975823947
68713,-4711300757960482469
63450,-3401179567699133170
74793,-2945870628404339667
37017,664384864052860477
95256,-8153171963668326799
64944,6603723497352802832
73500,7493833225855176868
40653,2710124699037138955
11268,9042220955920906848
5368,511383914241789462
84262,-5320360181131531155
24279,-7132213643545496610
6123,1207816242178236962
5404,-2512232884864364863
16166,6116003195311480454
41160,-6887432199854047931
96701,4716797247843853266
66003,-8954527366633726667
9903,8380294571291117123
98871,-6917813196615959622
98258,-8085920926636202327
76907,5298791199889566693
33425,-2543885505561950186
5043,-1962746099387778768
30041,-5974660306473275565
70437,8196127624179318748
26941,-2666765128790380942
88320,6148953253769366550
10028,-1959869479737009160
56061,-2420426087852568469
57846,5993836340293256418
30661,-5825797964329110469
94226,-4515591629616707908
83545,6260876057429640442
37232,-2329278817012651335
65784,501890001474514043
72379,-5225749561087736039
16798,-3859454758636460983
94020,-2096397022692237160
44273,-2534328209682497458
79545,-2327455015461392005
39528,5298791199889566693
11335,-2994621600471585514
71571,9033468403910468000
24836,-959969191141705105
71317,-8911091376592975882
87314,-2492679101607909519
42683,5383739032264910454
31963,6384053416461265385
87910,664384864052860477
71341,-5455581630928501624
28487,-6494543134811182584
37671,-2437054260166096192
34782,3474637898871848534
63054,4851820884460821996
42825,6960183885978988771
31639,-6797000092849504951
43931,8967919504577734219
104008,2945944180504095458
35539,5993836340293256418
89474,-134889902409106939
31783,-1430079240535925083
57838,7982473701824792487
80829,-6040481724812878265
53313,-992997591145406664
49048,1656850146441801024
96994,-2170490905662767491
26442,1340361878955359282
101849,3787350931282550941
76029,-214833728670069534
28975,-9161038147236964522
69049,-3503204214806357538
47505,-1820541289136182910
31814,-8909975881644478675
4782,6643868084338701599
93598,3786508635249008121
88427,-6999146199034373464
25149,-4515591629616707908
8072,-3207216232617879541
36203,7000902262540401556
44803,-7484376832109815511
38054,4461115297066070556
4156,3175810573251510760
29704,5923491298323903775
81449,2919814402697966089
9245,4462055914290088466
81002,1990232691330850735
98886,-8263936610715375940
57003,3821832142108724872
83181,3914435258703469602
20952,3293308395024095666
10506,-4651376575207559376
81165,-5210748411604864932
11616,-8400850802620689822
74699,2727970220779723981
63378,3801705978376597085
49307,-5543960870134547993
64064,-6616828710233803763
455,664384864052860477
46891,2678848451933125858
43997,2919814402697966089
55167,7088585276422923714
76518,-4242809079004866403
80882,7767044078450235562
43335,-971676377047800082
54611,7493833225855176868
76893,6641332836450763417
71214,664384864052860477
56570,-7592427875566334736
81417,-4515591629616707908
43163,-8696479871836914144
98562,7619217564104514738
69292,-6747634744197548825
50049,-509900529594684369
48455,6148953253769366550
63107,-940939739391593831
79671,-1007065168320836233
68054,-166442831652865057
38118,5350100611664645934
23663,-2456521456797337551
32007,-4843458399419853649
9010,6960183885978988771
17393,-1773942596178504153
7334,343969294856091070
23277,-509900529594684369
37468,-6265560939355825055
6875,4522081724933052580
39042,-802221014702952700
19756,997722381850260966
70346,-940939739391593831
103367,-6622008480696630164
20475,-4436026839221146058
78688,6384053416461265385
5398,3510343547070951299
56162,-510619878950507438
30516,-6083160882361309561
19907,-3160654073120347838
62366,-3239797309596017604
60593,2727970220779723981
74850,1564903394915684703
601,-2096397022692237160
43715,-4088673640517473151
28838,3821832142108724872
46626,-1354431022296909212
66517,-5178133753072165466
16283,-3292004941643060062
51235,-8924913182635099054
44673,3457085817810831227
29969,5320759422009998155
23129,-6335503857186856463
33964,-1712896181722331717
94517,-1561845362352671270
21699,2919814402697966089
74209,-2629928390644428115
41836,9159351712175740422
103617,-2994621600471585514
7771,8260752366720127802
67429,-583652394440648369
12138,676006301916789164
76864,2541090503175186299
56718,213367328522856813
34489,-3887413655022702596
92582,2177475077146615044
78396,203692493934409385
23367,-3161568718551576055
9048,6403139117777923944
46169,-2431177860465457768
55185,-3034532766966686881
24590,4517095090629592346
8114,1209332116115311423
88664,8003709807405304825
25323,-3628581188713865719
23260,-316837998266903289
54828,6960183885978988771
88722,1564903394915684703
117,6960183885978988771
44545,-3792338447585452781
5596,-7020762623074315739
45163,-2252913206852441915
99075,3437697712176117404
10892,7747544948967433231
88002,-1291171622639165945
98212,-2534328209682497458
83725,6079763540974055494
48631,-7384928894015923277
101213,-204218137237509815
89967,-1487263049219629189
87413,-8511273708812867383
83444,-6654713050937477878
57714,758697909335018736
5976,7777452743259326349
67636,-1712896181722331717
67344,-1453152215811297200
49291,8712529222635649979
40209,8780887040005205350
82953,1848796710352063433
8732,5119072217469412810
43819,3011321947408062776
91070,-1391211338802401190
63459,-444088314056424859
71833,-1700544714798736601
8783,-3197463229853135503
54062,-3297430682802118394
77301,-1773942596178504153
27223,651853377063506251
69241,-800576184029066232
78506,-418653827651553669
9275,-3468011973804205288
79784,-7388921526144768695
79370,-332184728418377030
61025,-2941363925553602844
21119,5381857761533817881
36349,-1354431022296909212
68567,-1506068137601905360
23824,8003709807405304825
67264,-2034628073115186360
93116,3263022753228392991
71739,1803830003824801450
28178,-1049036485881237122
22377,6799292868336785551
85577,-3040640501667715642
60775,8537639910791498805
20787,-6622008480696630164
32152,4197529052745376596
6096,-5792018135676952348
73215,-5999581892077855233
89498,6680642687410361651
39752,-2456521456797337551
77696,-802221014702952700
13088,-6917813196615959622
